NtsbNo,CompletionStatus,EventType,Mkey,IsStudy,EventDate,City,State,Country,ReportNo,N#,VehicleMake,VehicleModel,HighestInjuryLevel,InjuryOngroundCount,InjuryOnboardCount,HasSafetyRec,Mode,ReportNumber,ReportType,DocketPublishDate,OriginalPublishedDate,ReportDate,MostRecentReportType,EV_ID,RepGenFlag
GAA18CA460,Completed,Accident,97963,false,2018-07-29T12:05:00Z,Grand Prairie,Texas,United States,,N24144,Cessna,172,None,0,0,false,Aviation,,DirectorBrief,2018-10-24T17:41:00Z,2019-03-18T04:00:00Z,,Final,,
ANC18LA058,Completed,Accident,97949,false,2018-07-29T10:12:00Z,Bettles,Alaska,United States,,N744AK,Robinson,R44,None,0,0,false,Aviation,,DirectorBrief,2019-10-24T13:45:00Z,2020-04-13T04:00:00Z,,Final,,
ERA18WA209,N/A,Accident,97989,false,2018-07-29T04:00:00Z,Sao Paulo,,Brazil,,PP-SZN,Beech,90,Fatal,0,7,false,Aviation,,None,,,,,,
GAA18CA530,Completed,Accident,98241,false,2018-07-28T21:00:00Z,Edgewood,New Mexico,United States,,N4159M,Piper,PA 12,None,0,0,false,Aviation,,DirectorBrief,2018-12-04T12:24:00Z,2019-03-18T04:00:00Z,,Final,,
CEN18FA297,Completed,Accident,97909,false,2018-07-28T20:20:00Z,Alexandria,Minnesota,United States,,N85506,Aeronca,7AC,Fatal,0,1,false,Aviation,,DirectorBrief,2020-03-25T16:14:00Z,2020-04-20T04:00:00Z,,Final,,
GAA18CA452,Completed,Accident,97933,false,2018-07-28T14:30:00Z,Wadsworth,Ohio,United States,,N4855G,Cessna,172,None,0,0,false,Aviation,,DirectorBrief,2018-10-22T19:48:00Z,2019-03-18T04:00:00Z,,Final,,
CEN18LA299,Completed,Accident,97921,false,2018-07-28T13:25:00Z,Columbia,Illinois,United States,,N624FL,Piper,PA28,Serious,0,4,false,Aviation,,DirectorBrief,2020-07-02T14:41:00Z,2020-09-14T04:00:00Z,,Final,,
GAA18CA451,Completed,Accident,97926,false,2018-07-28T12:00:00Z,Pickens,South Carolina,United States,,N24CM,Vans,RV 6,None,0,0,false,Aviation,,DirectorBrief,2019-03-22T17:53:00Z,2019-06-05T04:00:00Z,,Final,,
WPR18LA207,Completed,Accident,97923,false,2018-07-28T11:45:00Z,Mount Vernon,Ohio,United States,,N785SP,Cessna,172,Minor,0,1,false,Aviation,,DirectorBrief,2020-04-22T10:38:00Z,2020-06-08T04:00:00Z,,Final,,
WPR18LA205,Completed,Accident,97908,false,2018-07-28T11:23:00Z,San Diego/El Cajon,California,United States,,N3477T,Cessna,177,Minor,,1,false,Aviation,,DirectorBrief,2021-06-03T12:00:00Z,2021-06-24T04:00:00Z,,Final,,
DCA18WA263,N/A,Incident,98038,false,2018-07-28T11:10:00Z,Birmingham,,United Kingdom,,YR-BMF,Boeing,737,None,0,,false,Aviation,,None,,,,,,
GAA18CA466,Completed,Accident,97981,false,2018-07-28T10:50:00Z,Holland,Michigan,United States,,N899RV,Vans,RV9,None,0,0,false,Aviation,,DirectorBrief,2018-10-24T18:10:00Z,2019-03-18T04:00:00Z,,Final,,
DCA18FM030,Completed,Accident,97927,false,2018-07-28T04:00:00Z,Port Moller,Alaska,United States,MAB1918,,,,None,,,false,Marine,MAB1918,DirectorBrief,2019-07-11T18:00:00Z,2019-06-26T04:00:00Z,2019-06-26T04:00:00Z,Final,,
DCA18FM031,Completed,Accident,97932,false,2018-07-28T04:00:00Z,Port Aransas,Texas,United States,MAB1922,,,,,,,false,Marine,MAB1922,DirectorBrief,2019-08-13T19:47:00Z,2019-08-05T04:00:00Z,2019-08-05T04:00:00Z,Final,,
GAA18CA450,Completed,Accident,97925,false,2018-07-27T19:45:00Z,Lantana,Florida,United States,,N479AT,Robinson,R44,Minor,0,1,false,Aviation,,DirectorBrief,2018-11-01T18:44:00Z,2019-03-18T04:00:00Z,,Final,,
GAA18CA453,Completed,Accident,97934,false,2018-07-27T19:10:00Z,Elma,Iowa,United States,,N466EL,Robinson,R44,Minor,0,1,false,Aviation,,DirectorBrief,2019-05-29T19:11:00Z,2019-09-26T04:00:00Z,,Final,,
CEN18LA301,Completed,Accident,97930,false,2018-07-27T17:45:00Z,Painesville,Ohio,United States,,N953RJ,Flightstar,SC II,Serious,0,2,false,Aviation,,DirectorBrief,2019-01-29T17:02:00Z,2019-11-06T05:00:00Z,,Final,,
ERA18WA219,N/A,Accident,98089,false,2018-07-27T16:30:00Z,Sao Felix do Xingu,,Brazil,,PP-MMR,Cessna,210,Fatal,0,5,false,Aviation,,None,,,,,,
GAA18WA590,N/A,Accident,100027,false,2018-07-27T14:33:00Z,Canefield Airoprt,,Dominica,,N590DR,Aero Commander,500,None,0,0,false,Aviation,,None,,,,,,
GAA18CA465,Completed,Accident,97974,false,2018-07-27T14:15:00Z,El Dorado,Arkansas,United States,,N391KM,Bellanca,8GCBC,None,0,0,false,Aviation,,DirectorBrief,2019-07-11T20:37:00Z,2019-11-06T05:00:00Z,,Final,,
GAA18CA461,Completed,Accident,97964,false,2018-07-27T12:30:00Z,Oak Harbor,Washington,United States,,N152LT,Cessna,152,None,0,0,false,Aviation,,DirectorBrief,2019-03-22T20:34:00Z,2019-06-05T04:00:00Z,,Final,,
DCA18CA252,Completed,Accident,97898,false,2018-07-27T05:50:00Z,Portsmouth,New Hampshire,United States,,N641GT,Boeing,767,None,,0,false,Aviation,,DirectorBrief,2021-07-13T04:00:00Z,2021-06-08T04:00:00Z,,Final,,
CEN18LA300,Completed,Accident,97922,false,2018-07-26T22:00:00Z,Le Sueur,Minnesota,United States,,N9005T,CONTINENTAL COPTERS INC.,TOMCAT MK5A,Minor,0,1,false,Aviation,,DirectorBrief,2019-03-21T17:40:00Z,2019-11-06T05:00:00Z,,Final,,
ERA18FA200,Completed,Accident,97896,false,2018-07-26T21:07:00Z,Palatka,Florida,United States,,N6427P,Piper,PA24,Fatal,0,2,false,Aviation,,DirectorBrief,2019-05-15T18:30:00Z,2019-07-08T04:00:00Z,,Final,,
ERA18LA202,Completed,Accident,97906,false,2018-07-26T20:00:00Z,Matthews,North Carolina,United States,,N1193Y,Cessna,150,None,0,0,false,Aviation,,DirectorBrief,2019-02-11T11:44:00Z,2019-11-06T05:00:00Z,,Final,,
CEN18TA296,Completed,Accident,97897,false,2018-07-26T19:55:00Z,Oshkosh,Wisconsin,United States,,N677TS,Fisher,DAKATO HAWK,None,0,0,false,Aviation,,DirectorBrief,2018-08-29T18:12:00Z,2019-11-06T05:00:00Z,,Final,,
ERA18TA203,Completed,Accident,97910,false,2018-07-26T18:55:00Z,Lecanto,Florida,United States,,N717X,Beech,C90,None,0,0,false,Aviation,,DirectorBrief,2019-02-19T21:34:00Z,2019-11-06T05:00:00Z,,Final,,
GAA18CA464,Completed,Accident,97973,false,2018-07-26T18:30:00Z,Spring,Texas,United States,,N865CP,Cessna,172,None,0,0,false,Aviation,,DirectorBrief,2018-10-30T20:36:00Z,2019-03-18T04:00:00Z,,Final,,
ERA18LA199,Completed,Accident,97895,false,2018-07-26T17:48:00Z,Cleveland,Tennessee,United States,,N1311S,Cessna,182,Fatal,0,1,false,Aviation,,DirectorBrief,2019-07-08T18:38:00Z,2019-11-06T05:00:00Z,,Final,,
GAA18CA448,Completed,Accident,97907,false,2018-07-26T16:30:00Z,LAWRENCEVILLE,Virginia,United States,,N1489B,Luscombe,8,Minor,0,1,false,Aviation,,DirectorBrief,2018-10-15T11:45:00Z,2019-03-18T04:00:00Z,,Final,,
ERA18WA218,N/A,Accident,98077,false,2018-07-26T13:40:00Z,Irineopolis,,Brazil,,PR-DMC,Piper,PA34,Fatal,0,3,false,Aviation,,None,,,,,,
GAA18CA447,Completed,Accident,97905,false,2018-07-26T12:30:00Z,Iowa,Louisiana,United States,,N254LA,Air Tractor,AT502,None,0,0,false,Aviation,,DirectorBrief,2019-03-22T16:54:00Z,2019-06-05T04:00:00Z,,Final,,
GAA18CA455,Completed,Accident,97954,false,2018-07-26T12:00:00Z,Healdsburg,California,United States,,N1902V,Cessna,140,None,0,0,false,Aviation,,DirectorBrief,2019-03-22T18:39:00Z,2019-06-05T04:00:00Z,,Final,,
ERA18LA201,Completed,Accident,97903,false,2018-07-26T10:50:00Z,Crestview,Florida,United States,,N2705B,Aero Commander,560,None,0,0,false,Aviation,,DirectorBrief,2021-05-21T16:00:00Z,2021-06-10T04:00:00Z,,Final,,
GAA18CA445,Completed,Accident,97902,false,2018-07-25T18:10:00Z,Sanford,Florida,United States,,N482DA,Cirrus,SR20,None,0,0,false,Aviation,,DirectorBrief,2019-05-29T18:12:00Z,2019-09-26T04:00:00Z,,Final,,
CEN18WA308,N/A,Accident,97977,false,2018-07-25T17:00:00Z,"Ascension, Chihuahua",,Mexico,,XB-OVB,Air Tractor,AT301,Fatal,0,1,false,Aviation,,None,,,,,,
ERA18LA213,Completed,Accident,98035,false,2018-07-25T14:41:00Z,West Columbia,South Carolina,United States,,C-GRFF,Piper,PA46,None,0,0,false,Aviation,,DirectorBrief,2019-11-04T20:04:00Z,2020-04-20T04:00:00Z,,Final,,
ANC18CA056,Completed,Accident,97858,false,2018-07-25T11:45:00Z,Kobuk,Alaska,United States,,N354LA,Eurocopter,AS 350 B3,Minor,,1,false,Aviation,,DirectorBrief,2021-04-02T12:00:00Z,2021-05-27T04:00:00Z,,Final,,
WPR18LA203,Completed,Accident,97891,false,2018-07-25T10:30:00Z,Avalon,California,United States,,N4747H,Piper,PA32,Serious,0,3,false,Aviation,,DirectorBrief,2020-10-09T17:40:27Z,2020-11-19T05:00:00Z,,Final,,
DCA18FM029,Completed,Accident,97893,false,2018-07-25T07:30:00Z,Dillingham,Alaska,United States,MAB1923,,,,Fatal,,,false,Marine,MAB1923,DirectorBrief,2021-08-13T13:00:00Z,2019-08-02T04:00:00Z,2019-08-02T04:00:00Z,Final,,
ERA18WA198,N/A,Accident,97894,false,2018-07-25T04:00:00Z,Ayolas,,Paraguay,,ZP-BEU,Beech,58,Fatal,0,4,false,Aviation,,None,,,,,,
GAA18CA454,Completed,Accident,97948,false,2018-07-24T18:30:00Z,Meadow Lakes,Alaska,United States,,N171Q,Cessna,172,None,0,0,false,Aviation,,DirectorBrief,2018-11-05T13:37:00Z,2019-03-18T04:00:00Z,,Final,,
CEN18LA295,Completed,Accident,97885,false,2018-07-24T15:56:00Z,Princeton,Minnesota,United States,,N20342,Vans,RV7A,Serious,0,2,false,Aviation,,DirectorBrief,2018-10-02T17:59:00Z,2019-04-30T04:00:00Z,,Final,,
CEN18CA293,Completed,Accident,97871,false,2018-07-24T11:03:00Z,Oshkosh,Wisconsin,United States,,N45FT,Just,JA30 SUPERSTOL,Minor,0,2,false,Aviation,,DirectorBrief,2018-08-23T17:19:00Z,2019-03-18T04:00:00Z,,Final,,
GAA18CA436,Completed,Accident,97875,false,2018-07-24T08:37:00Z,Albuquerque,New Mexico,United States,,N824PB,AIRBORNE WINDSPORTS PTY LTD,EDGE XT-912-L,Serious,0,2,false,Aviation,,DirectorBrief,2018-10-15T11:35:00Z,2019-03-18T04:00:00Z,,Final,,
ERA18FA197,Completed,Accident,97859,false,2018-07-24T06:21:00Z,Lincolnton,North Carolina,United States,,N38523,Piper,PA32R,Fatal,0,2,false,Aviation,,DirectorBrief,2020-03-17T17:13:00Z,2020-04-20T04:00:00Z,,Final,,
WPR18LA206,Completed,Accident,97919,false,2018-07-23T19:00:00Z,Oakdale,California,United States,,N107CH,Bell,UH 1H,Minor,0,1,false,Aviation,,DirectorBrief,2020-09-08T10:14:00Z,2020-11-19T05:00:00Z,,Final,,
CEN18WA324,N/A,Accident,98027,false,2018-07-23T18:41:00Z,Cork,,Ireland,,N752TX,Cessna,750,None,0,0,false,Aviation,,None,,,,,,
ANC18LA057,Completed,Accident,97864,false,2018-07-23T17:45:00Z,Bad Axe,Michigan,United States,,N43865,Aeros,Venture 2000,Fatal,0,1,false,Aviation,,DirectorBrief,2020-07-10T12:49:00Z,2020-08-11T04:00:00Z,,Final,,
DCA18CA251,Completed,Accident,97877,false,2018-07-23T16:38:00Z,Charlotte,North Carolina,United States,,N918DE,Mcdonnell Douglas,MD88,Serious,0,2,false,Aviation,,DirectorBrief,2021-07-13T04:00:00Z,2021-06-08T04:00:00Z,,Final,,
DCA18CA316,Completed,Accident,101461,false,2018-07-23T16:31:00Z,West Palm Beach,Florida,United States,,N328NB,Airbus,A319,Serious,,2,false,Aviation,,DirectorBrief,2021-07-13T04:00:00Z,2021-06-08T04:00:00Z,,Final,,
GAA18CA435,Completed,Accident,97863,false,2018-07-23T16:30:00Z,Tulsa,Oklahoma,United States,,N866VP,Cessna,560,None,0,0,false,Aviation,,DirectorBrief,2018-10-30T20:16:00Z,2019-03-18T04:00:00Z,,Final,,
DCA18WA297,N/A,Incident,98388,false,2018-07-23T14:45:00Z,Mexico City,,Mexico,,XA-MRC,Airbus,A330,None,0,,false,Aviation,,None,,,,,,
CEN18LA292,Completed,Accident,97860,false,2018-07-23T13:15:00Z,Brazoria,Texas,United States,,N74420,Grumman,AA5,None,,0,false,Aviation,,DirectorBrief,2021-04-01T18:00:00Z,2021-05-27T04:00:00Z,,Final,,
CEN18CA291,Completed,Accident,97856,false,2018-07-23T10:50:00Z,Oshkosh,Wisconsin,United States,,N1666R,Quad City,Challenger,None,0,0,false,Aviation,,DirectorBrief,2018-09-25T12:47:00Z,2019-03-18T04:00:00Z,,Final,,
CEN18WA305,N/A,Accident,97965,false,2018-07-22T16:00:00Z,"Namiquipa, Chihuahua",,Mexico,,XB-EGL,LAVIA ARGENTINA S.A.,PA-25-260,Fatal,0,2,false,Aviation,,None,,,,,,
CEN18LA288,Completed,Accident,97850,false,2018-07-22T14:30:00Z,Milford,Iowa,United States,,N3169H,Air Tractor,AT 301,None,0,0,false,Aviation,,DirectorBrief,2018-09-11T11:35:00Z,2019-03-18T04:00:00Z,,Final,,
GAA18CA433,Completed,Accident,97853,false,2018-07-22T12:30:00Z,Colorado Springs,Colorado,United States,,N99243,Cessna,172,None,0,0,false,Aviation,,DirectorBrief,2018-10-12T20:27:00Z,2019-03-18T04:00:00Z,,Final,,
GAA18CA438,Completed,Accident,97881,false,2018-07-22T10:15:00Z,Great Falls,Montana,United States,,N7845V,Mooney,M20E,None,0,0,false,Aviation,,DirectorBrief,2018-10-30T20:24:00Z,2019-03-18T04:00:00Z,,Final,,
GAA18CA443,Completed,Accident,97900,false,2018-07-22T08:30:00Z,Chelan Falls,Washington,United States,,N825PW,Just,JA30 SUPERSTOL,None,0,0,false,Aviation,,DirectorBrief,2019-06-05T14:39:00Z,2019-09-26T04:00:00Z,,Final,,
GAA18CA519,Completed,Accident,98193,false,2018-07-21T19:55:00Z,Everett,Washington,United States,,N45586,Cessna,150,None,0,0,false,Aviation,,DirectorBrief,2019-12-05T20:33:00Z,2020-03-20T04:00:00Z,,Final,,
CEN18LA287,Completed,Accident,97849,false,2018-07-21T12:55:00Z,Blum,Texas,United States,,N3611Y,Cessna,210C,None,0,0,false,Aviation,,DirectorBrief,2020-04-14T14:40:00Z,2020-06-08T04:00:00Z,,Final,,
GAA18CA444,Completed,Accident,97901,false,2018-07-21T10:30:00Z,Hood River,Oregon,United States,,N195N,Cessna,195,None,0,0,false,Aviation,,DirectorBrief,2018-10-15T11:40:00Z,2019-03-18T04:00:00Z,,Final,,
WPR18FA201,Completed,Accident,97843,false,2018-07-21T10:15:00Z,Burnet,Texas,United States,,N47HL,Douglas,DC3,Serious,,7,false,Aviation,,DirectorBrief,2020-12-04T18:30:00Z,2020-12-03T05:00:00Z,,Final,,
GAA18CA446,Completed,Accident,97904,false,2018-07-20T18:00:00Z,Malden,Missouri,United States,,N46CH,Cessna,310,None,0,0,false,Aviation,,DirectorBrief,2018-10-30T20:41:00Z,2019-03-18T04:00:00Z,,Final,,
WPR18FA200,Completed,Accident,97842,false,2018-07-20T17:04:00Z,Sheboygan,Wisconsin,United States,,N747J,De Havilland,DH112 VENOM,Fatal,2,1,false,Aviation,,DirectorBrief,2020-08-12T15:01:00Z,2020-08-25T04:00:00Z,,Final,,
GAA18CA439,Completed,Accident,97882,false,2018-07-20T16:30:00Z,Kinsey,Kansas,United States,,N49YX,WAYNE D. TEEL,Waiex,None,0,0,false,Aviation,,DirectorBrief,2019-03-22T14:50:00Z,2019-06-05T04:00:00Z,,Final,,
CEN18LA285,Completed,Accident,97847,false,2018-07-20T15:30:00Z,Baton Rouge,Louisiana,United States,,N327BK,Smith,Aerostar601,None,0,0,false,Aviation,,DirectorBrief,2019-04-04T19:37:00Z,2019-11-06T05:00:00Z,,Final,,
CEN18LA286,Completed,Accident,97848,false,2018-07-20T14:15:00Z,Coldwater,Kansas,United States,,N306FR,Vans,RV6,Serious,0,2,false,Aviation,,DirectorBrief,2020-07-30T11:59:00Z,2020-09-14T04:00:00Z,,Final,,
CEN18LA290,Completed,Accident,97855,false,2018-07-20T13:15:00Z,Todd Mission,Texas,United States,,N352CT,Bell,206,Minor,0,2,false,Aviation,,DirectorBrief,2020-06-26T11:59:00Z,2020-09-14T04:00:00Z,,Final,,
